answer,assessment_stage,audio_file,block_index,chance_level,corpus_file_name,d,difficulty,image,item,item_id,item_uid,orig_item_num,prompt,randomize,required_selections,response_alternatives,source,task,task_dir,task_id,time_limit,trial_num,trial_type
,third_response,sds-2match-prompt2,2,,same-different-selection-item-bank,,0.885542,,Touch two pictures that are the same in a different way.,sds-fist4-10-third,sds_3match_choice3,,,,2,"med-red-triangle,med-yellow-circle-gray,med-green-square-2-striped,med-yellow-star-4-striped",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,10,3-match
tf3_53_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-corpus-retest,,,,tf3_53_M_ss2,tf3_53_M_ss2,matrix_set3_md_mat53,53,Choose the best pattern to fill in the blank.,,,"tf3_53_T2_ss2_md,tf3_53_T4_ss2_md,tf3_53_T3_ss2_md",MarsIB-itemset2-tf3,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
,instructions,math-intro-fractions,1,,math-corpus-retest,,,,,math-intro-fractions,,,In this section sometimes you will need to add and sometimes you will need to subtract. Be sure to notice the plus or minus sign. The first few are for practice.,,,,Amy,math,levante-math-dev,egma-math,,,instructions
272,test_response,number-line-slider-prompt1,2,0.1,math-corpus-retest,,-0.2,,"0,1000",math_slider_272_1000,math_slider_272_1000,,Move the slider to the indicated number.,,,,Zehra,math,levante-math-dev,egma-math,5000,,Number Line Slider
floor,test_response,ToM-scene-14-q7-reality_check,14,0.5,CO-theory-of-mind-retest-B,,,,14g,ToM-scene-14-q7-reality_check,tom_moral_reasoning_reality_check_2,,Can you help Bobby find his soccer ball? Is it on the table or on the floor?,at_block_level,,table,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,reality_check_question
sunflower,test_response,vocab-item-072,1,0.25,vocab-item-bank,-4.1555,,,sunflower,sunflower,vocab_word_sunflower,,,,,"pineapple,rim,pinball",clip,vocab,levante-vocabulary-dev,vocab,,,test
72,test_response,multiplication-prompt2,1,0.25,math-item-bank,,0.2,,8x9,8x9,math_multiply_8_9,,Multiply the numbers.,,,"63,92,84",George,math,levante-math-dev,egma-math,5000,,Multiplication
,second_response,sds-2match-prompt2,2,0.75,same-different-selection-item-bank,,-0.6553883,,Touch two cards that are the same in a different way.,sds-fist3-2-second,sds_2match_choice2,,,,2,"med-blue-square,sm-red-circle,med-red-triangle",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,2,2-match
,instructions,ToM-transition,18,,CO-theory-of-mind-retest-B,,,,,ToM-transition,,,Nice work! Here is a new story.,no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
tf3_18_T1_ss3_pd,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-corpus-retest,,,,tf3_18_M_ss3,tf3_18_M_ss3,matrix_set3_pd_mat18,18,Choose the best pattern to fill in the blank.,,,"tf3_18_T3_ss3_md,tf3_18_T4_ss3_md,tf3_18_T2_ss3_md",MarsIB-itemset2-tf3,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
ant,test_response,vocab-item-087,1,0.25,vocab-item-bank,,,,ant,ant,vocab_word_ant,,,,,"muffin,raspberry,mint",clip,vocab,levante-vocabulary-dev,vocab,,,catch
29-girl-pushes-horse,test_response,trog-item-29,,0.25,trog-item-bank,-3.004953223,,,the girl is pushing the horse,trog-item-29,trog_revactive_girl_push_horse,29,Touch the picture that shows...,,,"29-boy-rides-horse,29-horse-pushes-girl,29-girl-pushes-man",Bishop1983,TROG,levante-sentence-understanding-dev,trog,,,reversible active
Rp-000-silh,test_response,mental-rotation-prompt1,1,0.5,mental-rotation-item-bank,,1.22503478,,Rp-160,Rp-160,,12,Choose the matching picture.,,,"Rp-000-silh,Rn-000-silh",2d-rabbit,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,2D
,instructions,ToM-scene14-instruct3,14,,CO-theory-of-mind-retest-B,,,,14c,ToM-scene14-instruct3,,,"Then Bobby’s sister Anna comes in. Anna also has a soccer ball! Anna puts her soccer ball on the table. Bobby is still outside playing, so he didn’t see what Anna was doing.",no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
happy,test_response,ToM-scene-10-q2-emotion_reasoning,10,0.25,CO-theory-of-mind-retest-A,,,,10f,ToM-scene-10-q2-emotion_reasoning,tom_deception_emotion_reasoning_2,,How would Megan feel if she received a book?,yes,,"sad,scared,proud",Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,emotion_reasoning_question
4,test_response,addition-prompt1,3,0.25,math-item-bank,,3.214007,,1+3,1+3,math_add_1_3,45,Add the numbers and choose the correct answer.,,,"5,6,2",EGMA,math,levante-math-dev,egma-math,5000,,Addition
farm,test_response,vocab-item-098,1,0.25,vocab-item-bank,,,,farm,farm,vocab_word_farm,,,,,"zoo,park,forest",manual,vocab,levante-vocabulary-dev,vocab,,,test
95,test_response,number-line-slider-prompt1,2,0.1,math-corpus-retest,,-0.5,,"0,100",math_slider_95_100,math_slider_95_100,,Move the slider to the indicated number.,,,,Zehra,math,levante-math-dev,egma-math,5000,,Number Line Slider
ap10-000,test_response,mental-rotation-prompt1,3,0.5,mental-rotation-item-bank,,5.083581093,,ap10-240,ap10-240,mrot_3d_shape_120,86,Choose the matching picture.,,,"an10-000,ap10-000",3D,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,3D
143,test_response,number-line-slider-prompt1,2,0.1,math-corpus-retest,,-0.2,,"0,1000",math_slider_143_1000,math_slider_143_1000,,Move the slider to the indicated number.,,,,Zehra,math,levante-math-dev,egma-math,5000,,Number Line Slider
map,test_response,vocab-item-039,1,0.25,vocab-item-bank,-3.7111,,,map,map,vocab_word_map,,,,,"marker,ruby,dishwasher",clip,vocab,levante-vocabulary-dev,vocab,,,test
uniform,test_response,vocab-item-116,1,0.25,vocab-item-bank,-0.7776,,,uniform,uniform,vocab_word_uniform,,,,,"costume,suit,dress",manual,vocab,levante-vocabulary-dev,vocab,,,test
,,,,,,,,,Do you feel lonely at school?,,,14,LonelySchool,,,"No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time",Early Childhood Longitudinal Study,child-survey,,child-survey,,,
102-car-truck-into-tunnel,test_response,trog-item-102,,0.25,trog-item-bank,,,,The car that the truck followed is driving toward the tunnel.,trog-item-102,trog_preploc_car_truck_follow_drive,102,Touch the picture that shows...,,,"102-car-into-tunnel,102-car-out-of-tunnel,102-car-truck-out-of-tunnel",Yeatman,TROG,levante-sentence-understanding-dev,trog,,,advanced preposition direction
med-red-star-3,test_response,same-different-selection-touch-3,0,0.25,same-different-selection-item-bank,,-4.9103763,,Choose the card with 3 stars.,sds-dim-test-3,sds_dimensions_number,,,,1,"med-red-star,med-red-star-2,med-red-star-4",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,7,test-dimensions
125,test_response,multiplication-prompt2,1,0.25,math-corpus-retest,,0.3,,25x5,math_multiply_25_5,math_multiply_25_5,,Multiply the numbers.,,,"100,150,175",Zehra,math,levante-math-dev,egma-math,5000,,Multiplication
acorn,test_response,vocab-item-001,1,0.25,vocab-item-bank,-4.1862,,,acorn,acorn,vocab_word_acorn,,,,,"coconut,key,clothesline",clip,vocab,levante-vocabulary-dev,vocab,,,test
Dn-000-silh,test_response,mental-rotation-prompt1,1,0.5,mental-rotation-item-bank,,1.418173888,,Dn-240,Dn-240,mrot_2d_duck_120,37,Choose the matching picture.,,,"Dp-000-silh,Dn-000-silh",2d-duck,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,2D
an1-000,test_response,mental-rotation-prompt1,3,0.5,mental-rotation-item-bank,,4.55185406,,an1-240,an1-240,,78,Choose the matching picture.,,,"ap1-000,an1-000",3D,Mental Rotation,levante-shape-rotation-dev,mental-rotation,5000,,3D
5,test_response,number-line-prompt1,0,0.25,math-item-bank,,-0.5,,"0,10",line2num-5-10,math_line_5_10,,Choose the number that is marked on the number line.,,,"6,4,3",Siegler,math,levante-math-dev,egma-math,5000,,Number Line 4afc
tf1_15_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,,,1.732,,tf1_15_M_ss2,tf1_15_M_ss2,,15,Choose the best pattern to fill in the blank.,,,"tf1_15_T3_ss2_md,tf1_15_T4_ss2_md,tf1_15_T2_ss2_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
,instructions,math-intro2,2,,math-item-bank,,,,,math-intro2,,,Here is another section. The first few are for practice.,,,,Amy,math,levante-math-dev,egma-math,,,instructions
,instructions,ToM-scene-12-instruct4,12,,theory-of-mind-retest-A,,,,12f,ToM-scene-12-instruct4,,,"On the way to school, Dad tells Emma, “I’m so sorry, I couldn’t pack the toy that you wanted because I couldn’t find it”.",no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
28,test_response,subtraction-prompt2,1,0.25,math-corpus-retest,,-0.9,,46-18,math_subtract_46_18,math_subtract_46_18,,Subtract the numbers.,,,"22,32,38",Zehra,math,levante-math-dev,egma-math,5000,,Subtraction
16,test_response,subtraction-prompt2,1,0.25,math-corpus-retest,,-0.9,,23-7,math_subtract_23_7,math_subtract_23_7,,Subtract the numbers.,,,"17,13,14",Zehra,math,levante-math-dev,egma-math,5000,,Subtraction
75-boy-before-horse,test_response,trog-item-75,,0.25,trog-item-bank,0.0259093624,,,neither the boy nor the horse is running,trog-item-75,trog_neither_boy_nor_horse_run,75,Touch the picture that shows...,,,"75-girl-chases-horse,75-boy-chases-horse,75-boy-behind-horse",Bishop1983,TROG,levante-sentence-understanding-dev,trog,,,neither X nor Y
happy,test_response,ToM-scene-17-q4-emotion_reasoning,17,0.25,theory-of-mind-retest-B,,,,17c,ToM-scene-17-q4-emotion_reasoning,tom_reference_emotion_reasoning_2,,How do you think Mom would feel if she could find the book she wanted?,yes,,"sad,scared,surprised",Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,emotion_reasoning_question
,first_response,sds-2match-prompt1,2,,same-different-selection-item-bank,,-2.913335,,Touch two pictures that are the same.,sds-fist5-9-first,sds_4match_choice1,,,,2,"med-green-circle-gray,med-blue-star-3,med-yellow-square-4-gray,med-yellow-circle-2-striped,med-red-triangle-3",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,9,4-match
tf1_49_T1_ss3_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-item-bank,,0.399,,tf1_49_M_ss3,tf1_49_M_ss3,matrix_set1_md_mat49,49,Choose the best pattern to fill in the blank.,,,"tf1_49_T4_ss3_md,tf1_49_T2_ss3_md,tf1_49_T3_ss3_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
metronome,test_response,vocab-item-151,1,0.25,vocab-item-bank,1.0115,,,metronome,metronome,vocab_word_metronome,,,,,"electricitymeter,protractor,voltmeter",dutch,vocab,levante-vocabulary-dev,vocab,,,test
,instructions,ToM-scene-12-instruct5,12,,CO-theory-of-mind-retest-A,,,,12h,ToM-scene-12-instruct5,,,Emma is very happy to play with her ball.,no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
,instructions,ToM-scene2-instruct2,2,,theory-of-mind-item-bank,,,,2b,ToM-scene2-instruct2,,8,"And then he went outside to play, see? Here’s Ethan playing outside. And while he was outside playing, Ethan’s book fell down from above the coat hooks onto the floor under the coats, see?",no,,,ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
tf1_45_T1_ss2_md,test_response,matrix-reasoning-prompt1,1,0.25,matrix-reasoning-item-bank,,1.043,,tf1_45_M_ss2,tf1_45_M_ss2,matrix_set1_md_mat45,45,Choose the best pattern to fill in the blank.,,,"tf1_45_T2_ss2_md,tf1_45_T4_ss2_md,tf1_45_T3_ss2_md",MarsIB-CB2-tf1,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
71,test_response,number-line-slider-prompt1,2,0.1,math-item-bank,,-0.5,,"0,100",slider-71-100,math_slider_71_100,,Move the slider to the indicated number.,,,,Siegler,math,levante-math-dev,egma-math,5000,,Number Line Slider
70,test_response,multiplication-prompt2,1,0.25,math-item-bank,,0.2,,10x7,10x7,math_multiply_10_7,,Multiply the numbers.,,,"77,107,67",George,math,levante-math-dev,egma-math,5000,,Multiplication
70-girl-chases-big-dog,test_response,trog-item-70,,0.25,trog-item-bank,-2.41453005,,,the girl chases the dog that is big,trog-item-70,trog_relclause_girl_chase_dog_that_big,70,Touch the picture that shows...,,,"70-dog-chases-girl,70-girl-chases-small-dog,70-girl-chases-small-dog2",Bishop1983,TROG,levante-sentence-understanding-dev,trog,,,relative clause
,third_response,sds-2match-prompt2,2,,same-different-selection-item-bank,,0.885542,,Touch two pictures that are the same in a different way.,sds-fist4-8-third,sds_3match_choice3,,,,2,"med-red-square-3-gray,med-blue-star,med-blue-square-4-striped,med-yellow-triangle-2",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,8,3-match
storybook,test_response,ToM-scene-18-q5-reality_check,18,0.33,theory-of-mind-retest-B,,,,18e,ToM-scene-18-q5-reality_check,tom_second_order_reality_check_2,,What toy did Kat buy for George?,at_block_level,,"basketball,crayons",Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,reality_check_question
sedentary,test_response,vocab-item-162,1,0.25,vocab-item-bank,1.3989,,,sedentary,sedentary,vocab_word_sedentary,,,,,"proposal,effort,tripod",dutch,vocab,levante-vocabulary-dev,vocab,,,test
,instructions,ToM-scene-10-instruct4,10,,theory-of-mind-retest-A,,,,10d,ToM-scene-10-instruct4,,,"Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah, ""is there an extra storybook for me?"" Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”",no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
gutter,test_response,vocab-item-030,1,0.25,vocab-item-bank,-0.7046,,,gutter,gutter,vocab_word_gutter,,,,,"almond,filter,porthole",clip,vocab,levante-vocabulary-dev,vocab,,,test
applaud,test_response,vocab-item-124,1,0.25,vocab-item-bank,,,,applaud,applaud,vocab_word_applaud,,,,,"yawn,stare,nurse",dutch,vocab,levante-vocabulary-dev,vocab,,,test
black-triangle-90,test_response,matrix-reasoning-prompt1-part2-downex,0,0.25,,,,,downex_item_15,downex_item_15,,,Which one fits?,,,"orange-triangle-90,orange-triangle-270,black-triangle",LEVANTE,Matrix Reasoning,levante-pattern-matching-dev,matrix-reasoning,,,Matrix Reasoning
,second_response,sds-2match-prompt2,2,0.75,same-different-selection-item-bank,,-0.6553883,,Touch two cards that are the same in a different way.,sds-fist3-6-second,sds_2match_choice2,,,,2,"sm-blue-square,med-blue-triangle,med-red-circle",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,6,2-match
66,test_response,number-identification-31,0,0.25,math-corpus-retest,,-2.5,,66,math_identify_66,math_identify_66,,Choose the 66.,,,"99,76,36",Zehra,math,levante-math-dev,egma-math,5000,,Number Identification
,instructions,math-instructions1-heavy,3,,math-item-bank,,-1,,,math-instructions1-heavy,,,"In this game, you will play with numbers. Some questions might be easy for you and some might be hard. That is okay! Please try your best and take your time. Let’s get started!",,,,EGMA,math,levante-math-dev,egma-math,,,instructions
,instructions,ToM-scene-9-instruct1,9,,theory-of-mind-retest-A,,,,9a,ToM-scene-9-instruct1,,,"This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark’s drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books, a book about cups and a book about hills.",no,,,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,instructions
4,test_response,addition-prompt1,1,0.25,math-item-bank,,-1.5,,1+3,1+3,math_add_1_3,45,Add the numbers and choose the correct answer.,,,"5,6,2",EGMA,math,levante-math-dev,egma-math,5000,,Addition
no,test_response,ToM-scene-14-q5-false_belief,14,0.5,theory-of-mind-retest-B,,,,14g,ToM-scene-14-q5-false_belief,tom_moral_reasoning_false_belief_3,,Should Bobby get in trouble with their mom for taking Anna’s soccer ball?,no,,yes,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,false_belief_question
44-horse-small-wall,test_response,trog-item-44,,0.25,trog-item-bank,-1.991911874,,,the horse is taller than the wall,trog-item-44,trog_comparative_horse_taller_wall,44,Touch the picture that shows...,,,"44-horse-large-wall,44-tree-wall,44-feed-horse-apple",Bishop1983,TROG,levante-sentence-understanding-dev,trog,,,comparative/absolute
couturier,test_response,vocab-item-130,1,0.25,vocab-item-bank,2.2127,,,couturier,couturier,vocab_word_couturier,,,,,"marketseller,matador,streetartist",dutch,vocab,levante-vocabulary-dev,vocab,,,test
17,test_response,missing-number-prompt2,5,0.25,adult-reasoning-item-bank,1.22,,,"_, 20, 26, 38, 62",MD213-M1,ar_reason_20_26_38_62,13,What number goes here?,,,"18,15,12",HRS2010,adult-reasoning,levante-math-dev,adult-reasoning,,,Missing Number
picking,test_response,vocab-item-110,1,0.25,vocab-item-bank,-2.9949,,,picking,picking,vocab_word_picking,,,,,"jumping,dancing,kneading",manual,vocab,levante-vocabulary-dev,vocab,,,test
64,test_response,multiplication-prompt2,1,0.25,math-corpus-retest,,0.2,,8x8,math_multiply_8_8,math_multiply_8_8,,Multiply the numbers.,,,"48,72,16",Zehra,math,levante-math-dev,egma-math,5000,,Multiplication
behind-rock,test_response,ToM-scene-15-q2-false_belief,15,0.5,theory-of-mind-retest-B,,,,15c,ToM-scene-15-q2-false_belief,tom_interpretation_false_belief,,"When Alex and Beth see this clue, where will they look first for Johnny? Behind the flower bush or behind the rock?",at_block_level,,behind-flowerbush,Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,false_belief_question
,third_response,sds-2match-prompt2,2,,same-different-selection-item-bank,,0.758737,,Touch two pictures that are the same in a different way.,sds-fist5-4-third,sds_4match_choice3,,,,2,"med-blue-circle-2-striped,med-yellow-triangle,med-red-square-3,med-red-circle-4-black,med-green-star-gray",AMESlab,same-different-selection,levante-same-different-dev,same-different-selection,,4,4-match
crayons,test_response,ToM-scene-18-q4-reality_check,18,0.33,theory-of-mind-retest-B,,,,18e,ToM-scene-18-q4-reality_check,tom_second_order_reality_check_1,,What toy does George want?,at_block_level,,"basketball,storybook",Modified ToM-battery,theory-of-mind,levante-stories-dev,theory-of-mind,,,reality_check_question
,,,,,,,,,"When schoolwork is hard, do you give up right away?",,,,SchoolGiveUp,,,"No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time",,child-survey,,child-survey,,,
4,test_response,subtraction-prompt2,1,0.25,math-corpus-retest,,-1.4,,13-9,math_subtract_13_9,math_subtract_13_9,,Subtract the numbers.,,,"6,3,5",Zehra,math,levante-math-dev,egma-math,5000,,Subtraction
